Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,CLTV
Female,32,No,No,Yes,No,0,Rancho Santa Margarita,92688,33.624654,-117.611733,42193,Yes,1,21,,Yes,5.07,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17,3,Churned,Yes,5630
Male,57,No,No,No,No,0,Ladera Ranch,92694,33.569186,-117.640055,350,No,0,3,Offer E,Yes,21.86,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0.0,0,65.58,363.93,3,Churned,Yes,4480
Female,30,No,No,Yes,No,0,Santa Ana,92707,33.714829,-117.872941,62634,Yes,1,21,,No,0.0,No,Yes,Cable,69,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,55.95,1157.05,0.0,10,0.0,1167.05,1,Churned,Yes,5531
Male,36,No,No,No,No,0,Tustin,92780,33.735802,-117.818805,55062,No,0,1,,Yes,24.24,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.75,45.75,0.0,0,24.24,69.99,1,Churned,Yes,3531
Male,41,No,No,No,No,0,Anaheim,92808,33.850452,-117.726668,19629,No,0,11,,Yes,25.24,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0.0,0,277.64,1093.14,1,Churned,Yes,4251
Female,53,No,No,No,No,0,Brea,92821,33.930199,-117.862898,34055,No,0,1,Offer E,Yes,4.67,No,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.15,80.15,0.0,0,4.67,84.82000000000001,1,Churned,Yes,3947
Female,57,No,No,Yes,No,0,Fullerton,92831,33.879983,-117.895482,34592,Yes,1,72,,Yes,31.13,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.25,8109.8,0.0,0,2241.36,10351.16,1,Churned,Yes,4261
Female,20,Yes,No,No,No,0,Orange,92869,33.792791,-117.789749,37916,No,0,3,Offer E,No,0.0,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,35.2,108.95,0.0,0,0.0,108.95,1,Churned,Yes,5450
Female,55,No,No,Yes,No,0,Placentia,92870,33.881158,-117.854783,48170,Yes,1,1,Offer E,Yes,28.04,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,78.8,0.0,0,28.04,106.84,3,Churned,Yes,5075
Female,42,No,No,No,No,0,Corona,92882,33.819385,-117.600213,60294,No,0,47,Offer B,Yes,35.97,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0.0,0,1690.59,6818.54,1,Churned,Yes,4804
Male,31,No,No,No,No,0,Corona,92883,33.762351,-117.488725,13188,No,0,18,,Yes,20.86,No,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,874.8,0.0,0,375.48,1250.28,1,Churned,Yes,4028
Male,63,No,No,Yes,No,0,Camarillo,93012,34.205504,-118.993111,24945,Yes,1,20,,Yes,49.69,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,1,Churned,Yes,2058
Female,42,No,No,No,No,0,Carpinteria,93013,34.441398,-119.513163,17409,No,0,6,Offer E,Yes,43.8,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0.0,0,262.79999999999995,799.1999999999999,2,Churned,Yes,5617
Male,64,No,No,No,No,0,Ojai,93023,34.581308,-118.931948,21633,No,0,1,,Yes,14.91,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.85,80.85,0.0,0,14.91,95.76,1,Churned,Yes,3096
Female,41,No,No,Yes,No,0,Oxnard,93030,34.223244,-119.18012,79736,Yes,1,48,Offer B,Yes,23.95,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,82.05,4029.95,0.0,0,1149.6,5179.549999999999,2,Churned,Yes,3365
Male,41,No,No,Yes,No,0,Piru,93040,34.432843,-118.730106,1459,Yes,1,3,Offer E,Yes,37.61,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.55,51.15,0.0,0,112.83,163.98,1,Churned,Yes,4115
Female,41,No,No,No,No,0,Santa Barbara,93110,34.437945,-119.77191,15757,No,0,1,Offer E,Yes,46.09,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.65,78.65,0.0,0,46.09,124.74,1,Churned,Yes,2728
Male,47,No,No,No,No,0,Alpaugh,93201,35.869626,-119.498771,1054,No,0,1,Offer E,Yes,4.02,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,1,Churned,Yes,4895
Female,26,Yes,No,No,No,0,Avenal,93204,35.916943,-120.129921,14697,No,0,3,Offer E,No,0.0,No,Yes,Cable,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0.0,0,0.0,139.35,1,Churned,Yes,2802
Female,30,No,No,No,No,0,Bodfish,93205,35.523991,-118.400432,1954,No,0,9,Offer E,No,0.0,No,Yes,Cable,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,58.5,539.85,0.0,0,0.0,539.85,1,Churned,Yes,3032
Female,23,Yes,No,Yes,No,0,Frazier Park,93222,34.907911,-119.234281,1526,Yes,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,0.0,0,164.64,709.84,1,Churned,Yes,4163
Male,32,No,No,Yes,No,0,Fellows,93224,35.215731,-119.57013,626,Yes,1,16,,Yes,17.96,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,1284.2,0.0,0,287.36,1571.56,1,Churned,Yes,3226
Female,61,No,No,No,No,0,Lemoore,93245,36.303666,-119.825657,30419,No,0,25,Offer C,Yes,19.75,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,692.1,0.0,0,493.75,1185.85,3,Churned,Yes,4931
Female,31,No,No,No,No,0,Temecula,92592,33.507255,-117.029473,46171,No,0,4,Offer E,No,0.0,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,86.6,0.0,0,0.0,86.6,1,Churned,Yes,4909
Male,33,No,No,No,No,0,Porterville,93257,36.008958,-118.891593,65566,No,0,28,Offer C,Yes,30.48,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.7,2979.5,0.0,80,853.44,3912.94,3,Churned,Yes,2464
Male,64,No,No,No,No,0,Sequoia National Park,93262,36.527243,-118.594938,56,No,0,1,Offer E,No,0.0,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.25,24.25,0.0,0,0.0,24.25,1,Churned,Yes,2846
Female,48,No,No,No,No,0,Strathmore,93267,36.141319,-119.129075,5689,No,0,11,,Yes,15.6,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,837.95,0.0,0,171.6,1009.55,3,Churned,Yes,2291
Female,47,No,No,No,No,0,Temecula,92592,33.507255,-117.029473,46171,No,0,4,Offer E,Yes,7.39,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0.0,0,29.56,391.76,2,Churned,Yes,4554
Male,60,No,No,No,No,0,Wasco,93280,35.652242,-119.4464,22760,No,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0.0,0,1239.84,3308.3900000000003,1,Churned,Yes,5392
Male,21,Yes,No,No,No,0,Bakersfield,93306,35.449881,-118.841442,53481,No,0,1,,Yes,20.26,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,24.05,24.05,0.0,0,20.26,44.31,2,Churned,Yes,3162
Female,36,No,No,No,No,0,San Luis Obispo,93401,35.233745,-120.626442,27047,No,0,1,,Yes,30.96,No,Yes,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,50.55,0.0,0,30.96,81.50999999999999,1,Churned,Yes,3420
Male,56,No,No,No,No,0,Buellton,93427,34.631362,-120.238218,4644,No,0,14,,Yes,36.97,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.55,1415.55,0.0,0,517.5799999999999,1933.13,2,Churned,Yes,5224
Female,47,No,No,Yes,Yes,3,Casmalia,93429,34.866032,-120.536546,210,No,0,1,,Yes,34.57,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,20.5,0.0,0,34.57,55.07,1,Churned,Yes,2398
Male,51,No,No,No,No,0,Guadalupe,93434,34.936,-120.594655,5726,No,0,4,,Yes,7.26,No,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,1,Churned,Yes,5882
Female,44,No,No,Yes,No,0,Lompoc,93437,34.757477,-120.550507,6165,Yes,1,20,,No,0.0,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,0.0,0,0.0,482.8,3,Churned,Yes,3298
Female,27,Yes,No,No,No,0,Templeton,93465,35.536115,-120.739231,7918,No,0,14,,Yes,36.25,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.0,914.0,0.0,0,507.5,1421.5,1,Churned,Yes,3228
Female,56,No,No,No,No,0,Edwards,93523,34.966777,-117.961179,7685,No,0,3,,No,0.0,No,Yes,Cable,25,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,155.35,0.0,0,0.0,155.35,1,Churned,Yes,4800
Female,64,No,No,Yes,No,0,Temecula,92592,33.507255,-117.029473,46171,Yes,1,40,Offer B,Yes,2.03,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,0.0,0,81.19999999999999,3384.25,2,Churned,Yes,5764
Female,21,Yes,No,Yes,Yes,2,Johannesburg,93528,35.363339,-117.637641,207,Yes,1,2,,Yes,27.27,No,Yes,DSL,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.7,134.35,0.0,0,54.54,188.89,1,Churned,Yes,4265
Female,53,No,No,No,No,0,Keene,93531,35.214982,-118.59049,1436,No,0,1,,Yes,41.39,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0.0,0,41.39,111.89,2,Churned,Yes,4123
Female,34,No,No,No,No,0,Lake Hughes,93532,34.659579,-118.584212,2771,No,0,10,,Yes,43.26,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,953.45,0.0,0,432.6,1386.05,3,Churned,Yes,3074
Male,21,Yes,No,No,No,0,Lancaster,93535,34.712708,-117.889656,57794,No,0,1,,Yes,29.33,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,29.33,49.08,3,Churned,Yes,4851
Male,42,No,No,Yes,Yes,1,Palmdale,93550,34.536232,-118.082935,67232,Yes,1,14,,Yes,45.6,No,Yes,Cable,19,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,937.6,0.0,0,638.4,1576.0,1,Churned,Yes,2881
Male,49,No,No,Yes,No,0,Temecula,92592,33.507255,-117.029473,46171,Yes,1,22,,Yes,19.8,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,67.5,1544.05,0.0,0,435.6,1979.65,1,Churned,Yes,3378
Female,25,Yes,No,No,No,0,Temecula,92592,33.507255,-117.029473,46171,No,0,1,,Yes,14.19,No,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,14.19,83.78999999999999,1,Churned,Yes,2412
Male,61,No,No,Yes,No,0,Valyermo,93563,34.39583,-117.734568,413,Yes,1,49,Offer B,Yes,39.55,Yes,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,84.35,4059.35,0.0,0,1937.95,5997.299999999999,2,Churned,Yes,6452
Female,20,Yes,No,No,No,0,Ahwahnee,93601,37.375816,-119.739935,1968,No,0,1,,Yes,29.41,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,78.05,78.05,0.0,10,29.41,117.46,1,Churned,Yes,3458
Male,63,No,No,No,No,0,Big Creek,93605,37.17277,-119.2997,273,No,0,7,,Yes,38.07,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,520.0,0.0,0,266.49,786.49,1,Churned,Yes,2679
Female,55,No,No,No,No,0,Biola,93606,36.798882,-120.019511,807,No,0,9,Offer E,Yes,16.48,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,706.6,0.0,0,148.32,854.9200000000001,2,Churned,Yes,5003
Male,38,No,No,No,No,0,Dinuba,93618,36.523619,-119.386868,24206,No,0,1,Offer E,Yes,45.49,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,20.2,0.0,0,45.49,65.69,1,Churned,Yes,5355
Male,22,Yes,No,No,No,0,Kingsburg,93631,36.478239,-119.52137,14088,No,0,2,Offer E,No,0.0,No,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0.0,0,0.0,56.35,1,Churned,Yes,4810
Male,23,Yes,No,No,No,0,Sanger,93657,36.819628,-119.440414,28991,No,0,57,Offer B,No,0.0,No,Yes,DSL,59,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.3,2111.45,0.0,80,0.0,2191.45,1,Churned,Yes,4917
Female,64,No,No,No,No,0,Shaver Lake,93664,37.223,-119.001021,642,No,0,1,Offer E,Yes,10.71,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,10.71,30.96,2,Churned,Yes,2783
Female,30,No,No,No,No,0,South Dos Palos,93665,36.959731,-120.653519,343,No,0,13,,No,0.0,No,Yes,DSL,53,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.9,300.8,0.0,0,0.0,300.8,3,Churned,Yes,2967
Female,48,No,No,No,No,0,Squaw Valley,93675,36.719141,-119.202677,3146,No,0,1,Offer E,Yes,22.97,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,85.45,0.0,0,22.97,108.42,2,Churned,Yes,4931
Female,22,Yes,No,No,No,0,Fresno,93702,36.739385,-119.753649,47999,No,0,63,Offer B,Yes,8.38,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.9400000000005,3,Churned,Yes,4776
Male,64,No,No,No,No,0,Fresno,93705,36.78724,-119.827813,35451,No,0,25,Offer C,Yes,8.31,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0.0,0,207.75,2251.2,1,Churned,Yes,4203
Male,48,No,No,Yes,No,0,San Dimas,91773,34.102119,-117.815532,33878,Yes,1,35,Offer C,Yes,48.47,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,2576.2,0.0,0,1696.45,4272.65,2,Churned,Yes,4639
Male,44,No,No,Yes,No,0,Fresno,93722,36.78979,-119.929894,60889,Yes,1,71,,No,0.0,No,Yes,Cable,25,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,49.35,3515.25,0.0,100,0.0,3615.25,1,Churned,Yes,4879
Male,49,No,No,No,No,0,Salinas,93901,36.64152,-121.622188,35739,No,0,6,,Yes,6.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,469.8,0.0,0,37.92,507.72,1,Churned,Yes,4160
Female,43,No,No,No,No,0,Marina,93933,36.689582,-121.758398,21759,No,0,15,,Yes,16.82,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,1457.25,0.0,0,252.3,1709.55,3,Churned,Yes,3968
Male,59,No,No,No,No,0,Pacific Grove,93950,36.618337,-121.926417,15449,No,0,9,Offer E,Yes,49.74,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,18.95,185.6,0.0,0,447.66,633.26,3,Churned,Yes,5403
Female,31,No,No,No,No,0,Seaside,93955,36.625114,-121.823565,38244,No,0,37,,No,0.0,No,Yes,DSL,10,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,28.6,973.55,0.0,0,0.0,973.55,2,Churned,Yes,4429
Female,60,No,No,Yes,No,0,Millbrae,94030,37.601248,-122.403099,20350,Yes,5,11,,Yes,26.88,Yes,Yes,Fiber Optic,19,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.2,1222.05,0.0,0,295.68,1517.73,1,Churned,Yes,3101
Male,21,Yes,No,Yes,No,0,Redwood City,94062,37.410567,-122.297152,25569,Yes,1,55,Offer B,Yes,10.61,Yes,Yes,Fiber Optic,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,5743.05,0.0,0,583.55,6326.6,1,Churned,Yes,4369
Female,41,No,No,No,No,0,San Francisco,94105,37.789168,-122.395009,2066,No,0,1,Offer E,Yes,31.68,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0.0,0,31.68,122.28,1,Churned,Yes,2540
Female,51,No,No,No,No,0,San Francisco,94107,37.768881,-122.395521,17372,No,0,6,Offer E,Yes,21.91,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,288.05,0.0,0,131.46,419.51,2,Churned,Yes,4713
Male,42,No,No,No,No,0,San Francisco,94108,37.791998,-122.408653,13723,No,0,4,Offer E,Yes,12.24,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,368.1,0.0,30,48.96,447.06,3,Churned,Yes,3212
Female,61,No,No,Yes,No,0,San Francisco,94123,37.800254,-122.436975,22920,Yes,1,3,Offer E,Yes,44.34,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,256.6,0.0,0,133.02,389.62,2,Churned,Yes,4062
Male,39,No,No,Yes,No,0,San Francisco,94127,37.736535,-122.45732,20643,Yes,1,1,Offer E,Yes,30.62,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,68.5,0.0,0,30.62,99.12,3,Churned,Yes,5753
Male,30,No,No,No,No,0,San Francisco,94130,37.820894,-122.369725,1458,No,0,11,,Yes,38.88,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,791.75,0.0,0,427.68,1219.43,1,Churned,Yes,4509
Female,29,Yes,No,No,No,0,San Francisco,94132,37.722302,-122.491129,26297,No,0,1,Offer E,Yes,13.04,No,Yes,Fiber Optic,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99000000000001,3,Churned,Yes,5341
Male,52,No,No,No,No,0,Palo Alto,94304,37.386978,-122.177746,1723,No,0,5,,Yes,14.26,No,Yes,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,346.4,0.0,0,71.3,417.7,1,Churned,Yes,4944
Male,59,No,No,No,No,0,San Mateo,94401,37.590421,-122.306467,32488,No,0,8,,Yes,23.89,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,773.65,0.0,0,191.12,964.77,1,Churned,Yes,2632
Female,21,Yes,No,Yes,Yes,3,San Mateo,94402,37.556634,-122.317723,23393,Yes,1,22,Offer D,Yes,42.98,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,61.15,1422.05,0.0,80,945.56,2447.61,1,Churned,Yes,4626
Male,37,No,No,Yes,No,0,Byron,94514,37.83323,-121.601461,10153,No,0,29,,Yes,28.37,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,2467.1,0.0,0,822.73,3289.83,1,Churned,Yes,2651
Male,20,Yes,No,Yes,No,0,Calistoga,94515,38.629618,-122.593216,7384,Yes,1,13,Offer D,Yes,41.22,Yes,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.3,989.45,0.0,0,535.86,1525.31,3,Churned,Yes,4800
Female,38,No,No,No,No,0,Concord,94520,38.013825,-122.039144,36186,No,0,3,Offer E,Yes,13.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,59.75,0.0,0,39.84,99.59,3,Churned,Yes,5000
Male,63,No,No,No,No,0,Travis Afb,94535,38.265899,-121.939461,9978,No,0,62,Offer B,Yes,8.08,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,102.0,6529.25,0.0,110,500.96,7140.21,1,Churned,Yes,5090
Male,62,No,No,Yes,No,0,Fremont,94539,37.516791,-121.899117,46917,Yes,1,17,Offer D,Yes,12.06,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,90.2,1454.15,0.0,0,205.02,1659.17,1,Churned,Yes,2026
Male,19,Yes,No,Yes,No,0,Hayward,94544,37.639215,-122.037554,72993,Yes,1,56,Offer B,Yes,13.2,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,1327.15,0.0,0,739.1999999999999,2066.35,3,Churned,Yes,6484
Female,58,No,No,No,No,0,Hayward,94545,37.62984,-122.120843,27311,No,0,31,,Yes,16.63,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,2404.15,0.0,0,515.53,2919.6800000000003,1,Churned,Yes,2554
Female,26,Yes,No,No,No,0,Lafayette,94549,37.907777,-122.127161,23996,No,0,2,Offer E,Yes,21.28,No,Yes,Cable,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.6,114.7,0.0,0,42.56,157.26,1,Churned,Yes,3599
Male,53,No,No,No,No,0,Pittsburg,94565,38.006047,-121.916834,78816,No,0,3,,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,257.05,0.0,0,131.16,388.21,1,Churned,Yes,2704
Female,42,No,No,Yes,Yes,2,Pope Valley,94567,38.672708,-122.403219,494,Yes,1,1,,No,0.0,No,Yes,DSL,12,No,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,40.1,40.1,0.0,10,0.0,50.1,1,Churned,Yes,5434
Female,57,No,No,No,No,0,Rio Vista,94571,38.148862,-121.737696,5246,No,0,14,Offer D,Yes,10.3,No,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.8,1129.1,0.0,0,144.20000000000002,1273.3,1,Churned,Yes,4107
Female,28,Yes,No,Yes,Yes,2,Deer Park,94576,38.554383,-122.474773,223,Yes,1,35,,Yes,25.27,Yes,Yes,DSL,82,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,2568.55,0.0,0,884.4499999999999,3453.0,1,Churned,Yes,5898
Female,36,No,No,No,No,0,Walnut Creek,94596,37.900662,-122.052782,40917,No,0,7,,No,0.0,No,Yes,DSL,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40.1,293.3,0.0,0,0.0,293.3,2,Churned,Yes,4414
Female,58,No,No,No,No,0,Oakland,94602,37.803883,-122.208417,28900,No,0,1,,Yes,32.13,No,Yes,Fiber Optic,15,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.55,79.55,0.0,10,32.13,121.68,2,Churned,Yes,5082
Female,44,No,No,No,No,0,Oakland,94611,37.828416,-122.216005,36517,No,0,32,,Yes,40.26,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,0.0,0,1288.32,4070.17,2,Churned,Yes,3553
Male,44,No,No,No,No,0,Oakland,94619,37.787186,-122.14633,24518,No,0,1,,Yes,16.06,No,Yes,Fiber Optic,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,89.1,0.0,0,16.06,105.16,2,Churned,Yes,2905
Female,57,No,No,Yes,No,0,Berkeley,94703,37.863843,-122.275684,19763,Yes,1,17,Offer D,Yes,25.79,Yes,Yes,Cable,12,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,94.4,1607.2,0.0,0,438.43,2045.63,1,Churned,Yes,4103
